"siteID","COMID","lat","lon","huc8","HUC2","DA","CLASS","obs","name","county","FID","Precip_mmperyear","PET_mmperyear","AI","dams","NID_str","Mx_strg","Nrml_st"
"01109060",6129565,41.8663052796,-71.122687455,1090004,1,220.9194,"non-natural",9496,"THREEMILE RIVER AT NORTH DIGHTON, MA","Bristol",53,1226.01,1355.72,1.10579848451481,20,10654.41,10654.41,6167.38
"01109403",6128655,41.8307703852,-71.3512464241,1090004,1,141.9444,"non-natural",9496,"TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI","Providence",54,1232.2,1360,1.10371692906996,16,20484.98,20484.98,12934.45
"01110000",6115740,42.2306619856,-71.7108999707,1090003,1,66.2886,"non-natural",9496,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA","Worcester",55,1241.83,1311.09,1.05577252925119,5,3011,3011,NA
"01111500",6119204,41.9964335541,-71.562561856,1090003,1,240.8283,"non-natural",9496,"BRANCH RIVER AT FORESTDALE, RI","Providence",56,1240.19,1351.99,1.09014747740266,23,30285,30285,22298
"01114000",167237335,41.8339886161,-71.4111544956,1090004,1,40.2642,"non-natural",9496,"MOSHASSUCK RIVER AT PROVIDENCE, RI","Providence",57,1235.51,1368.01,1.10724316274251,3,589,589,459
"01114500",6128489,41.8588755381,-71.4877166543,1090004,1,99.5301,"non-natural",9496,"WOONASQUATUCKET RIVER AT CENTERDALE, RI","Providence",58,1243.67,1363.9,1.09667355488192,10,12471,12471,8227
"01116000",6129689,41.690120188,-71.565898591,1090004,1,164.2266,"non-natural",9496,"SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI","Kent",59,1267.84,1392.11,1.09801709994952,8,16499,16499,7548
"01116500",6129655,41.7509734194,-71.4450587889,1090004,1,522.6714,"non-natural",9496,"PAWTUXET RIVER AT CRANSTON, RI","Providence",60,1253.86,1379.89,1.10051361396009,33,205128.19,NA,139429.19
"01117000",6129703,41.6413243366,-71.4455402964,1090004,1,59.814,"non-natural",9496,"HUNT RIVER NEAR EAST GREENWICH, RI","Washington",61,1244.3,1387.62,1.11518122639235,1,68,68,54
"01117350",166174967,41.4821843239,-71.5509808508,1090005,1,28.6578,"non-natural",9496,"CHIPUXET RIVER AT WEST KINGSTON, RI","Washington",62,1233.31,1334.23,1.08182857513521,3,NA,NA,NA
"01117420",6141056,41.4767587161,-71.6047716102,1090005,1,94.428,"non-natural",9496,"USQUEPAUG RIVER NEAR USQUEPAUG, RI","Washington",63,1245.28,1384.79,1.11203102916613,2,525,525,390
"01117468",6140842,41.49260037,-71.6280833326,1090005,1,31.9752,"natural",9496,"BEAVER RIVER NEAR USQUEPAUG, RI","Washington",64,1254.51,1386.48,1.10519645120406,1,106,106,86
"01117500",6141084,41.4450934447,-71.6809175394,1090005,1,257.7222,"non-natural",9496,"PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI","Washington",65,1205.59,1289.96,1.06998233230203,9,NA,NA,NA
"01117800",6139996,41.5740116682,-71.7210915734,1090005,1,91.7811,"non-natural",9496,"WOOD RIVER NEAR ARCADIA, RI","Washington",66,1257.79,1404.39,1.11655363772967,2,640,640,530
"01118000",6140122,41.4981176324,-71.7162254252,1090005,1,192.6693,"non-natural",9496,"WOOD RIVER AT HOPE VALLEY, RI","Washington",67,1241.77,1383.08,1.11379724103497,11,4398,4398,3604
"01118300",6140826,41.4748629991,-71.8342284254,1090005,1,13.7007,"natural",9496,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT","New London",68,1235.87,1379.12,1.11591024945989,0,0,0,0
"01118500",6140952,41.3837335576,-71.8335682274,1090005,1,765.9873,"non-natural",9496,"PAWCATUCK RIVER AT WESTERLY, RI","Washington",69,1214.24,1317.44,1.08499143497167,31,NA,NA,NA
"01119500",6162965,41.7506546951,-72.2658104219,1100002,1,325.1907,"non-natural",9496,"WILLIMANTIC RIVER NEAR COVENTRY, CT","Tolland",70,1192.19,1298.3,1.08900426945369,32,22429,22429,13508
"01121000",6162583,41.8437087462,-72.1692562322,1100002,1,94.6809,"natural",9496,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT","Windham",71,1215.62,1310.65,1.07817410045903,6,2419,2419,1814
"01122500",6163185,41.7002657997,-72.1818472406,1100002,1,1058.2407,"non-natural",9496,"SHETUCKET RIVER NEAR WILLIMANTIC, CT","Windham",72,1207.63,1315.4,1.08924090988134,69,578829,578683,NA
"01123000",6162981,41.6718058392,-72.0523633288,1100002,1,84.195,"natural",9496,"LITTLE RIVER NEAR HANOVER, CT","Windham",73,1218.62,1352.82,1.11012456713331,2,418,418,418
"01124000",6144833,42.0224066071,-71.9556091528,1100001,1,392.517,"non-natural",9496,"QUINEBAUG RIVER AT QUINEBAUG, CT","Windham",74,1201.86,1287.23,1.07103156773667,29,125435.32,125374.82,21455.15
"01127000",6149075,41.5974907668,-71.9845487345,1100001,1,1839.6378,"non-natural",9496,"QUINEBAUG RIVER AT JEWETT CITY, CT","New London",75,1217.31,1330.66,1.09311514733305,142,418073.31,417982.81,NA
"01127500",6168318,41.5585697403,-72.1214915709,1100003,1,235.7325,"non-natural",9496,"YANTIC RIVER AT YANTIC, CT","New London",76,1235.98,1366.48,1.10558423275458,11,17725,17725,13272
"01129200",4592169,45.0395865344,-71.4437883642,1080101,1,659.6982,"non-natural",9496,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH","Coos",77,1139.9,1069.57,0.938301605403983,10,262331,262331,203702
"01129500",4593223,44.7495515527,-71.6317230683,1080101,1,2064.6891,"non-natural",9496,"CONNECTICUT RIVER AT NORTH STRATFORD, NH","Coos",78,1137.87,1064.47,0.935493509803405,17,264057.49,264057.49,204604
"01131500",4594661,44.4104475843,-71.7205788061,1080101,1,3918.6918,"non-natural",9496,"CONNECTICUT RIVER NEAR DALTON, NH","Coos",79,1155.92,1060.66,0.91758945255727,32,273175.49,273175.49,210134
"01134500",4570675,44.5113384645,-71.8370851127,1080102,1,208.9341,"natural",9496,"MOOSE RIVER AT VICTORY, VT","Essex",80,1077.33,1031.5,0.957459645605339,0,0,0,0
"01135150",4572347,44.4760781226,-72.1245707076,1080102,1,11.1456,"non-natural",9496,"POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT","Caledonia",81,1160.49,1065.69,0.918310368895897,0,0,0,0
"01135300",4572307,44.4352723981,-72.0385987196,1080102,1,120.4659,"non-natural",9496,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT","Caledonia",82,1094.78,1054.45,0.963161548438956,0,0,0,0
"01135500",4572379,44.3652998321,-72.0391287117,1080102,1,1125.1035,"non-natural",9496,"PASSUMPSIC RIVER AT PASSUMPSIC, VT","Caledonia",83,1108.32,1059.53,0.955978417785477,10,3740,3740,2550
"01137500",4594599,44.2688277328,-71.6301695786,1080101,1,238.3983,"natural",9496,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH","Grafton",84,1492.44,1083.14,0.725751118972957,2,25,25,25
"01138500",9326222,44.1532791085,-72.0414954968,1080101,1,6838.7382,"non-natural",9496,"CONNECTICUT RIVER AT WELLS RIVER, VT","Orange",85,1156.23,1064.73,0.920863496017228,75,556896.49,556896.49,NA
"01139000",4573927,44.1506819453,-72.064876524,1080103,1,259.5204,"natural",9496,"WELLS RIVER AT WELLS RIVER, VT","Orange",86,1054.5,1071.45,1.01607396870555,4,6360,6360,4632
"01139800",4573939,44.0929020094,-72.3356252948,1080103,1,24.9264,"natural",9496,"EAST ORANGE BRANCH AT EAST ORANGE, VT","Orange",87,1081.01,1082.7,1.00156335279045,0,0,0,0
"01142500",6083547,43.934491254,-72.6579183087,1080105,1,79.902,"natural",9496,"AYERS BROOK AT RANDOLPH, VT","Orange",88,1141.57,1134.3,0.993631577564232,0,0,0,0
"01144000",6084503,43.7141134101,-72.4186552936,1080105,1,1778.6943,"natural",9496,"WHITE RIVER AT WEST HARTFORD, VT","Windsor",89,1061.09,1127.56,1.06264313111989,0,0,0,0
"01144500",9327870,43.6462382595,-72.3130954263,1080104,1,10595.4768,"non-natural",9496,"CONNECTICUT RIVER AT WEST LEBANON, NH","Grafton",90,1140.34,1087.19,0.95339109388428,127,687546.49,687546.49,NA
"01151500",6089035,43.6026181268,-72.3542275832,1080106,1,588.366,"non-natural",9496,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT","Windsor",91,1192.67,1146.3,0.961120846504062,23,101819,101819,NA
"01152500",9329460,43.3872567095,-72.3618452677,1080104,1,699.7185,"non-natural",9496,"SUGAR RIVER AT WEST CLAREMONT, NH","Sullivan",92,1096.63,1165.53,1.06282884838095,24,58472.69,58472.69,25673.5
"01153550",10102348,43.1914227661,-72.4851880379,1080107,1,290.0277,"non-natural",9496,"WILLIAMS RIVER NEAR ROCKINGHAM VT","Windham",93,1218.61,1152.68,0.945897374877935,1,46,46,31
"01154500",9331546,43.1254680044,-72.4375964653,1080104,1,14018.0562,"non-natural",9496,"CONNECTICUT RIVER AT NORTH WALPOLE, NH","Cheshire",94,1142.1,1101.32,0.964293844672095,231,1008165.07,1008165.07,NA
"01161000",6778371,42.7860776527,-72.4862272606,1080201,1,1093.0293,"non-natural",9496,"ASHUELOT RIVER AT HINSDALE, NH","Cheshire",95,1132.73,1179.01,1.04085704448545,47,96142.27,96142.27,19232.39
"01162000",9343737,42.6843710419,-72.0834031832,1080202,1,219.3282,"non-natural",9496,"MILLERS RIVER NEAR WINCHENDON, MA","Worcester",96,1189.34,1216.79,1.02308002757832,20,17989,17989,8378.7
"01162500",9343363,42.6826528354,-72.1149505623,1080202,1,125.4069,"natural",9496,"PRIEST BROOK NEAR WINCHENDON, MA","Worcester",97,1155.06,1200.09,1.03898498779284,5,2595,2595,1394
"01166500",9343517,42.5976285231,-72.4379658328,1080202,1,964.7838,"non-natural",9496,"MILLERS RIVER AT ERVING, MA","Franklin",98,1184.62,1215.73,1.02626158599382,75,244890.44,244890.44,NA
"01168500",10294852,42.6254403671,-72.8543598704,1080203,1,939.4956,"non-natural",9496,"DEERFIELD RIVER AT CHARLEMONT, MA","Franklin",99,1372.68,1183.29,0.862029023516041,29,215423.8,215423.8,177290.9
"01169000",10294784,42.6382404843,-72.7248428042,1080203,1,233.3178,"natural",9496,"NORTH RIVER AT SHATTUCKVILLE, MA","Franklin",100,1302.84,1197.68,0.919284025667005,8,1037.62,1037.62,332.21
"01169900",10295340,42.5420696181,-72.6937314102,1080203,1,68.0868,"non-natural",9496,"SOUTH RIVER NEAR CONWAY, MA","Franklin",101,1218.48,1206.23,0.989946490709737,2,632,632,311
"01170000",10295286,42.5360222533,-72.653231145,1080203,1,1462.0158,"non-natural",9496,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA","Franklin",102,1340.28,1188.09,0.88644910018802,51,222677.54,222677.54,183347.15
"01170100",10294622,42.7034088584,-72.6706652609,1080203,1,109.1817,"natural",9496,"GREEN RIVER NEAR COLRAIN, MA","Franklin",103,1301.76,1183.04,0.908800393313668,1,130,130,100
"01170500",6778961,42.5792656415,-72.5743728298,1080201,1,20372.8374,"non-natural",9496,"CONNECTICUT RIVER AT MONTAGUE CITY, MA","Franklin",104,1181.54,1126.73,0.953611388526838,465,2065293.3,NA,NA
"01171500",6781041,42.3190211638,-72.6650573973,1080201,1,136.9908,"non-natural",9496,"MILL RIVER AT NORTHAMPTON, MA","Hampshire",105,1211.88,1220.23,1.00689012113411,15,5623.39,5623.39,3579.3
"01172500",7691387,42.4258340675,-72.025168732,1080204,1,144.7938,"non-natural",9496,"WARE RIVER NEAR BARRE, MA","Worcester",106,1204.42,1257.77,1.04429517942246,19,268462.8,268462.8,12881.54
"01173000",7691403,42.3905352432,-72.0603684146,1080204,1,252.4509,"non-natural",9496,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA","Worcester",107,1182.01,1244.68,1.05301985600799,23,270361.8,270361.8,14246.54
"01173500",7690465,42.2361285215,-72.2725684529,1080204,1,513.1206,"non-natural",9496,"WARE RIVER AT GIBBS CROSSING, MA","Hampshire",108,1183.31,1249.62,1.05603772468753,37,273095.8,NA,15900.73
"01174500",7691881,42.3930965002,-72.2390962868,1080204,1,113.0796,"non-natural",9496,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA","Worcester",109,1169.43,1223.07,1.04586850003848,4,447.79,447.79,328.9
"01175500",7691607,42.2679426314,-72.3326988265,1080204,1,500.85,"non-natural",9496,"SWIFT RIVER AT WEST WARE, MA","Hampshire",110,1176.11,1222.14,1.03913749564241,14,5434346.88,5434346.88,3798077.9
"01175670",7690413,42.2648312549,-72.0052828259,1080204,1,24.363,"non-natural",9496,"SEVENMILE RIVER NEAR SPENCER, MA","Worcester",111,1188.26,1267.65,1.06681197717671,2,331.04,331.04,202.07
"01176000",7690649,42.1824120658,-72.2634447151,1080204,1,388.1268,"non-natural",9496,"QUABOAG RIVER AT WEST BRIMFIELD, MA","Hampden",112,1187.53,1260.5,1.06144686871069,27,19972.42,19972.42,NA
"01177000",7692453,42.1607654118,-72.5139633128,1080204,1,1787.1858,"non-natural",9496,"CHICOPEE RIVER AT INDIAN ORCHARD, MA","Hampden",113,1188.5,1258.37,1.05878838872528,111,5772642,NA,NA
"01181000",6096297,42.2370465398,-72.8958510045,1080206,1,245.5875,"natural",9496,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA","Hampshire",114,1301.86,1234.59,0.948327777180342,12,6334.5,6332.5,3269
"01184000",7700898,41.9873163651,-72.6034625929,1080205,1,25008.6483,"non-natural",9496,"CONNECTICUT RIVER AT THOMPSONVILLE, CT","Hartford",115,1180.58,1146.21,0.970887191041691,711,8286226.21,NA,NA
"01184100",7699976,41.9607755072,-72.7104989595,1080205,1,27.945,"non-natural",9496,"STONY BROOK NEAR WEST SUFFIELD, CT","Hartford",116,1234.79,1276.41,1.03370613626609,1,120,120,120
"01184490",7700014,41.9138909646,-72.5496040448,1080205,1,40.8528,"non-natural",9496,"BROAD BROOK AT BROAD BROOK, CT","Hartford",117,1166.49,1290.46,1.10627609323698,2,190,190,190
"01185500",6107147,42.0786248457,-73.0731123912,1080207,1,246.3444,"non-natural",9496,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA","Berkshire",118,1289.89,1250.97,0.969826884463016,19,40891,40891,28713.5
"01186000",6111421,41.9628714815,-73.0175330574,1080207,1,333.7551,"non-natural",9496,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT","Litchfield",119,1299.24,1257.39,0.967788861180382,25,187817,187817,85720.5
"01187300",6105951,42.0371795626,-72.9396756404,1080207,1,54.0963,"natural",9496,"HUBBARD RIVER NEAR WEST HARTLAND, CT","Hartford",120,1324.26,1261.73,0.952781175902013,1,246.56,246.56,202.09
"01188000",6109247,41.7861126595,-72.9647899427,1080207,1,10.5084,"non-natural",9496,"BUNNELL BROOK NEAR BURLINGTON, CT","Hartford",121,1298.16,1311.59,1.01034541196771,0,0,0,0
"01188090",6109643,41.7559647989,-72.8870119898,1080207,1,978.5736,"non-natural",9496,"FARMINGTON RIVER AT UNIONVILLE, CT","Hartford",122,1305.3,1276.72,0.978104650271968,54,318821.76,318821.76,NA
"01189995",6109717,41.9082322347,-72.7593965678,1080207,1,1492.9416,"non-natural",9496,"FARMINGTON RIVER AT TARIFFVILLE, CT","Hartford",123,1284.98,1283.25,0.998653675543588,72,325795.76,NA,NA
"01192500",7700148,41.7831698319,-72.5873104262,1080205,1,191.8764,"non-natural",9496,"HOCKANUM RIVER NEAR EAST HARTFORD, CT","Hartford",124,1202.83,1296.95,1.07824879658805,17,12192,12192,NA
"01192883",7700532,41.5202175356,-72.7061757941,1080205,1,80.6472,"non-natural",9496,"COGINCHAUG RIVER AT MIDDLEFIELD, CT","Middlesex",125,1231.87,1264.45,1.02644759593139,2,2640,2640,1935
"01193500",7700458,41.552589618,-72.4494836826,1080205,1,263.2599,"non-natural",9496,"SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex",126,1233.74,1335.34,1.0823512247313,7,2588,2588,2094
"01195100",6177558,41.305793844,-72.53132659,1100004,1,15.8652,"natural",9496,"INDIAN RIVER NEAR CLINTON, CT","Middlesex",127,1241.63,1235.94,0.995417314336799,0,0,0,0
"01195490",6174422,41.6034054984,-72.8831265553,1100004,1,51.8616,"non-natural",9496,"QUINNIPIAC RIVER AT SOUTHINGTON, CT","Hartford",128,1274.54,1314.21,1.03112495488568,2,622,622,444.86
"01196500",6177816,41.4503660572,-72.8406702491,1100004,1,285.3486,"non-natural",9496,"QUINNIPIAC RIVER AT WALLINGFORD, CT","New Haven",129,1259.13,1318.93,1.04749311032221,17,8295,8275,7628.86
